Odometry Data Logging:
 Format 
 Double x; 
 Double y; 
 Double z; 

[0, 0, 0;
 -33.245258, -164.465, 17.522093;
 -33.252457, -164.43147, 17.524466;
 -33.4146, -164.44893, 17.53908;
 -33.694542, -164.38577, 17.568254;
 -33.751652, -164.45923, 17.612633;
 -33.822041, -164.62372, 17.657349;
 -33.989601, -164.90775, 17.728279;
 -34.08139, -164.94533, 17.748779;
 -34.192387, -165.30215, 17.826115;
 -34.211452, -165.50328, 17.887266;
 -34.267944, -165.6927, 17.95953;
 -34.618481, -166.10291, 18.028566;
 -34.895836, -166.48053, 18.105715;
 -34.926373, -166.80373, 18.211948;
 -35.358253, -167.21332, 18.306787;
 -35.64032, -167.57828, 18.37228;
 -35.779659, -167.84648, 18.454206;
 -35.840153, -168.1096, 18.536119;
 -35.86586, -168.38585, 18.605612;
 -36.051819, -168.55241, 18.640844;
 -36.08181, -168.78954, 18.706791;
 -36.344189, -168.96423, 18.723703;
 -36.54142, -169.01511, 18.724688;
 -36.797733, -169.13573, 18.722414;
 -36.947193, -169.40161, 18.750889;
 -37.02869, -169.55923, 18.783228;
 -37.299747, -169.93657, 18.854301;
 -37.455292, -170.20262, 18.889683;
 -37.532776, -170.31621, 18.909561;
 -37.650528, -170.55157, 18.970016;
 -37.79134, -170.78325, 19.028341;
 -37.845978, -170.89912, 19.069637;
 -38.028004, -171.10097, 19.10483;
 -38.244846, -171.216, 19.118113;
 -38.297462, -171.28159, 19.160027;
 -38.420807, -171.53313, 19.221184;
 -38.534527, -171.66763, 19.261835;
 -38.627705, -171.59526, 19.221405;
 -38.753189, -171.59804, 19.218889;
 -38.968822, -171.401, 19.156061;
 -39.07933, -171.34302, 19.123215;
